Data,Temperatura,Umiditate,ValoareSenzorMq135,CalitateAer,IndiceConfort
2024-06-02 16:06:55,30.8,52.2,99861230.8129527,Calitate Foarte Buna a Aerului sub 300 ppm,79.70
2024-06-02 16:06:58,30.8,52.2,99860254.19183181,Calitate Foarte Buna a Aerului sub 300 ppm,79.70
2024-06-02 16:07:01,30.7,52.5,99860550.27567014,Calitate Foarte Buna a Aerului sub 300 ppm,79.62
2024-06-02 16:07:04,30.7,53.1,99861307.68307976,Calitate Foarte Buna a Aerului sub 300 ppm,79.71
2024-06-02 16:07:07,30.8,52.7,99861460.87386528,Calitate Foarte Buna a Aerului sub 300 ppm,79.78
2024-06-02 16:07:10,30.8,52.2,99861556.24795124,Calitate Foarte Buna a Aerului sub 300 ppm,79.70
2024-06-02 16:07:13,30.8,51.6,99860589.55091673,Calitate Foarte Buna a Aerului sub 300 ppm,79.60
2024-06-02 16:07:16,30.8,51.0,99862586.9443267,Calitate Foarte Buna a Aerului sub 300 ppm,79.51
2024-06-02 16:07:19,30.8,50.6,99861460.87386528,Calitate Foarte Buna a Aerului sub 300 ppm,79.44
2024-06-02 16:07:22,30.8,50.9,99861499.05756621,Calitate Foarte Buna a Aerului sub 300 ppm,79.49
2024-06-02 16:07:25,30.7,51.0,99861802.89828047,Calitate Foarte Buna a Aerului sub 300 ppm,79.37
2024-06-02 16:07:28,30.7,51.0,99860863.15531474,Calitate Foarte Buna a Aerului sub 300 ppm,79.37
2024-06-02 16:07:31,30.8,50.2,99861651.33882447,Calitate Foarte Buna a Aerului sub 300 ppm,79.38
2024-06-02 16:07:34,30.8,49.9,99861250.04771183,Calitate Foarte Buna a Aerului sub 300 ppm,79.33
2024-06-02 16:07:37,30.7,49.8,99861384.36983214,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 16:07:40,30.8,49.5,99861460.87386528,Calitate Foarte Buna a Aerului sub 300 ppm,79.26
2024-06-02 16:07:43,30.8,49.8,99862010.12336077,Calitate Foarte Buna a Aerului sub 300 ppm,79.31
2024-06-02 16:07:46,30.8,49.9,99860999.09572306,Calitate Foarte Buna a Aerului sub 300 ppm,79.33
2024-06-02 16:07:49,30.8,50.4,99860882.6103896,Calitate Foarte Buna a Aerului sub 300 ppm,79.41
2024-06-02 16:07:52,30.8,51.5,99861689.2961566,Calitate Foarte Buna a Aerului sub 300 ppm,79.59
2024-06-02 16:07:55,30.8,51.4,99861173.0396219,Calitate Foarte Buna a Aerului sub 300 ppm,79.57
2024-06-02 16:07:58,30.8,50.9,99859815.02730256,Calitate Foarte Buna a Aerului sub 300 ppm,79.49
2024-06-02 16:08:01,30.9,50.8,99861916.09727134,Calitate Foarte Buna a Aerului sub 300 ppm,79.60
2024-06-02 16:08:04,30.8,50.9,99861365.21529944,Calitate Foarte Buna a Aerului sub 300 ppm,79.49
2024-06-02 16:08:07,30.8,50.6,99860015.37706523,Calitate Foarte Buna a Aerului sub 300 ppm,79.44
2024-06-02 16:08:10,30.8,51.0,99860804.71984619,Calitate Foarte Buna a Aerului sub 300 ppm,79.51
2024-06-02 16:08:13,30.8,51.5,99860882.6103896,Calitate Foarte Buna a Aerului sub 300 ppm,79.59
2024-06-02 16:08:16,30.8,51.3,99861307.68307976,Calitate Foarte Buna a Aerului sub 300 ppm,79.55
2024-06-02 16:08:19,30.7,51.4,99861537.19583155,Calitate Foarte Buna a Aerului sub 300 ppm,79.44
2024-06-02 16:08:22,30.8,50.5,99861878.40893441,Calitate Foarte Buna a Aerului sub 300 ppm,79.42
2024-06-02 16:08:25,30.8,50.5,99861802.89828047,Calitate Foarte Buna a Aerului sub 300 ppm,79.42
2024-06-02 16:08:28,30.8,50.4,99861288.48276506,Calitate Foarte Buna a Aerului sub 300 ppm,79.41
2024-06-02 16:08:31,30.9,50.5,99861556.24795124,Calitate Foarte Buna a Aerului sub 300 ppm,79.56
2024-06-02 16:08:34,30.8,50.6,99861153.75879261,Calitate Foarte Buna a Aerului sub 300 ppm,79.44
2024-06-02 16:08:37,30.7,50.6,99860843.68853958,Calitate Foarte Buna a Aerului sub 300 ppm,79.31
2024-06-02 16:08:40,30.8,50.8,99861765.07580465,Calitate Foarte Buna a Aerului sub 300 ppm,79.47
2024-06-02 16:08:43,30.8,50.2,99861441.76495126,Calitate Foarte Buna a Aerului sub 300 ppm,79.38
2024-06-02 16:08:46,30.8,50.4,99861632.34324624,Calitate Foarte Buna a Aerului sub 300 ppm,79.41
2024-06-02 16:08:49,30.7,50.5,99860451.87962726,Calitate Foarte Buna a Aerului sub 300 ppm,79.29
2024-06-02 16:08:52,30.8,50.9,99861076.51993763,Calitate Foarte Buna a Aerului sub 300 ppm,79.49
2024-06-02 16:08:55,30.7,51.5,99860707.09261744,Calitate Foarte Buna a Aerului sub 300 ppm,79.45
2024-06-02 16:08:58,30.8,51.7,99860214.51021947,Calitate Foarte Buna a Aerului sub 300 ppm,79.62
2024-06-02 16:09:01,30.8,52.0,99860999.09572306,Calitate Foarte Buna a Aerului sub 300 ppm,79.67
2024-06-02 16:09:04,30.7,51.5,99861153.75879261,Calitate Foarte Buna a Aerului sub 300 ppm,79.45
2024-06-02 16:09:07,30.8,50.5,99861422.64464773,Calitate Foarte Buna a Aerului sub 300 ppm,79.42
2024-06-02 16:09:10,30.8,50.1,99861613.3363799,Calitate Foarte Buna a Aerului sub 300 ppm,79.36
2024-06-02 16:09:13,30.8,50.1,99860726.64159076,Calitate Foarte Buna a Aerului sub 300 ppm,79.36
2024-06-02 16:09:16,30.8,50.0,99860471.58264197,Calitate Foarte Buna a Aerului sub 300 ppm,79.34
2024-06-02 16:09:19,30.8,49.9,99861460.87386528,Calitate Foarte Buna a Aerului sub 300 ppm,79.33
2024-06-02 16:09:22,30.9,49.6,99861326.87193352,Calitate Foarte Buna a Aerului sub 300 ppm,79.41
2024-06-02 16:09:25,30.8,49.3,99861173.0396219,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 16:09:28,30.8,49.7,99862679.00138144,Calitate Foarte Buna a Aerului sub 300 ppm,79.30
2024-06-02 16:09:31,30.8,49.5,99861953.74105388,Calitate Foarte Buna a Aerului sub 300 ppm,79.26
2024-06-02 16:09:34,30.8,49.4,99862880.58316094,Calitate Foarte Buna a Aerului sub 300 ppm,79.25
2024-06-02 16:09:37,30.8,49.3,99861859.54803327,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 16:09:40,30.8,49.3,99861916.09727134,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 16:09:43,30.8,49.4,99861613.3363799,Calitate Foarte Buna a Aerului sub 300 ppm,79.25
2024-06-02 16:09:46,30.9,49.3,99861192.30891813,Calitate Foarte Buna a Aerului sub 300 ppm,79.36
2024-06-02 16:09:49,30.8,49.2,99861821.7927162,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 16:09:52,30.8,48.9,99862141.29440725,Calitate Foarte Buna a Aerului sub 300 ppm,79.17
2024-06-02 16:09:55,30.7,48.7,99862880.58316094,Calitate Foarte Buna a Aerului sub 300 ppm,79.00
2024-06-02 16:09:58,30.8,48.6,99860843.68853958,Calitate Foarte Buna a Aerului sub 300 ppm,79.12
2024-06-02 16:10:01,30.8,49.1,99862178.67251493,Calitate Foarte Buna a Aerului sub 300 ppm,79.20
2024-06-02 16:10:04,30.8,49.1,99861934.92472695,Calitate Foarte Buna a Aerului sub 300 ppm,79.20
2024-06-02 16:10:07,30.8,49.1,99862216.00661698,Calitate Foarte Buna a Aerului sub 300 ppm,79.20
2024-06-02 16:10:10,30.8,48.9,99860902.05377483,Calitate Foarte Buna a Aerului sub 300 ppm,79.17
2024-06-02 16:10:13,30.8,49.0,99861537.19583155,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 16:10:16,30.8,49.3,99862531.5806858,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 16:10:19,30.8,49.3,99861537.19583155,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 16:10:22,30.8,49.2,99861307.68307976,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 16:10:25,30.8,49.4,99860707.09261744,Calitate Foarte Buna a Aerului sub 300 ppm,79.25
2024-06-02 16:10:28,30.8,49.2,99861708.25793067,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 16:10:31,30.8,49.1,99861230.8129527,Calitate Foarte Buna a Aerului sub 300 ppm,79.20
2024-06-02 16:10:34,30.8,48.7,99860999.09572306,Calitate Foarte Buna a Aerului sub 300 ppm,79.13
2024-06-02 16:10:37,30.8,48.7,99861991.34036084,Calitate Foarte Buna a Aerului sub 300 ppm,79.13
2024-06-02 16:10:40,30.8,49.2,99861173.0396219,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 16:10:43,30.8,49.4,99861211.56669162,Calitate Foarte Buna a Aerului sub 300 ppm,79.25
2024-06-02 16:10:46,30.7,49.4,99860707.09261744,Calitate Foarte Buna a Aerului sub 300 ppm,79.12
2024-06-02 16:10:49,30.8,49.2,99859308.75650227,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 16:10:52,30.8,48.9,99862439.09144858,Calitate Foarte Buna a Aerului sub 300 ppm,79.17
2024-06-02 16:10:55,30.8,48.5,99861346.04933673,Calitate Foarte Buna a Aerului sub 300 ppm,79.10
2024-06-02 16:10:58,30.7,48.5,99862178.67251493,Calitate Foarte Buna a Aerului sub 300 ppm,78.97
2024-06-02 16:11:01,30.8,48.7,99862290.54311484,Calitate Foarte Buna a Aerului sub 300 ppm,79.13
2024-06-02 16:11:04,30.7,48.8,99861821.7927162,Calitate Foarte Buna a Aerului sub 300 ppm,79.02
2024-06-02 16:11:07,30.7,49.1,99862917.0957077,Calitate Foarte Buna a Aerului sub 300 ppm,79.07
2024-06-02 16:11:10,30.8,49.0,99861076.51993763,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 16:11:13,30.8,48.8,99861859.54803327,Calitate Foarte Buna a Aerului sub 300 ppm,79.15
2024-06-02 16:11:16,30.7,48.6,99861460.87386528,Calitate Foarte Buna a Aerului sub 300 ppm,78.99
2024-06-02 16:11:19,30.7,48.6,99861916.09727134,Calitate Foarte Buna a Aerului sub 300 ppm,78.99
2024-06-02 16:11:22,30.7,49.3,99861916.09727134,Calitate Foarte Buna a Aerului sub 300 ppm,79.10
2024-06-02 16:11:25,30.8,49.9,99860902.05377483,Calitate Foarte Buna a Aerului sub 300 ppm,79.33
2024-06-02 16:11:28,30.8,50.3,99862420.56103997,Calitate Foarte Buna a Aerului sub 300 ppm,79.39
2024-06-02 16:11:31,30.7,50.9,99861991.34036084,Calitate Foarte Buna a Aerului sub 300 ppm,79.36
2024-06-02 16:11:34,30.8,50.9,99861403.51294485,Calitate Foarte Buna a Aerului sub 300 ppm,79.49
2024-06-02 16:11:37,30.7,50.8,99860687.531859,Calitate Foarte Buna a Aerului sub 300 ppm,79.34
2024-06-02 16:11:40,30.7,50.1,99861897.25867704,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 16:11:43,30.7,49.8,99861765.07580465,Calitate Foarte Buna a Aerului sub 300 ppm,79.18
2024-06-02 16:11:46,30.8,49.2,99862216.00661698,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 16:11:49,30.7,49.1,99863279.89659745,Calitate Foarte Buna a Aerului sub 300 ppm,79.07
2024-06-02 16:11:52,30.7,49.1,99862234.65719017,Calitate Foarte Buna a Aerului sub 300 ppm,79.07
2024-06-02 16:11:55,30.8,49.3,99862122.58882698,Calitate Foarte Buna a Aerului sub 300 ppm,79.23
2024-06-02 16:11:58,30.8,49.7,99861916.09727134,Calitate Foarte Buna a Aerului sub 300 ppm,79.30
2024-06-02 16:12:01,30.8,49.9,99861802.89828047,Calitate Foarte Buna a Aerului sub 300 ppm,79.33
2024-06-02 16:12:04,30.7,50.0,99861422.64464773,Calitate Foarte Buna a Aerului sub 300 ppm,79.21
2024-06-02 16:12:07,30.7,51.4,99859451.29609033,Calitate Foarte Buna a Aerului sub 300 ppm,79.44
2024-06-02 16:12:10,30.8,51.7,99859955.40038662,Calitate Foarte Buna a Aerului sub 300 ppm,79.62
